SEXES REUNIS
     Table de mortalité : année 1899

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

  84    5163    1091 0.21130  3.54    4617
  85    4072     887 0.21780  3.36    3628
  86    3185     737 0.23127  3.15    2817
  87    2448     639 0.26108  2.95    2129
  88    1809     507 0.27998  2.82    1556
  89    1303     357 0.27369  2.72    1124
  90     946     282 0.29778  2.55     805
  91     664     210 0.31559  2.42     560
  92     455     149 0.32863  2.31     380
  93     305     113 0.37140  2.19     249
  94     192      65 0.33641  2.19     160
  95     127      47 0.36731  2.05     104
  96      81      30 0.37456  1.96      65
  97      50      21 0.41067  1.83      40
  98      30      12 0.41319  1.75      24
  99      17       7 0.42757  1.64      14
 100      10       5 0.47042  1.49       8
 101       5       3 0.49581  1.36       4
 102       3       1 0.52174  1.21       2
 103       1       1 0.57576  0.99       1
 104       1       0 0.83333  0.67       0
 105       0                  0.50       0
 Total population stationnaire     4718931



               SEXES REUNIS
     Table de mortalité : année 1902

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000   13947 0.13947 48.07   93026
   1   86053    2625 0.03050 54.78   84740
   2   83428    1433 0.01717 55.49   82712
   3   81995     907 0.01107 55.45   81542
   4   81088     663 0.00818 55.07   80756
   5   80425     484 0.00602 54.52   80183
   6   79941     394 0.00493 53.85   79744
   7   79547     335 0.00421 53.11   79379
   8   79212     292 0.00368 52.33   79066
   9   78920     247 0.00313 51.52   78797
  10   78673     235 0.00299 50.68   78556
  11   78438     234 0.00298 49.83   78321
  12   78204     230 0.00294 48.98   78089
  13   77974     245 0.00315 48.13   77851
  14   77729     276 0.00355 47.28   77591
  15   77453     304 0.00392 46.44   77301
  16   77149     349 0.00452 45.62   76975
  17   76801     384 0.00499 44.83   76609
  18   76417     426 0.00558 44.05   76204
  19   75991     449 0.00591 43.29   75766
  20   75542     492 0.00651 42.55   75296
  21   75050     550 0.00733 41.82   74775
  22   74500     561 0.00753 41.13   74219
  23   73939     563 0.00762 40.44   73657
  24   73376     531 0.00723 39.74   73110
  25   72845     517 0.00710 39.03   72587
  26   72328     528 0.00731 38.31   72064
  27   71800     516 0.00718 37.58   71542
  28   71284     548 0.00769 36.85   71010
  29   70736     517 0.00731 36.13   70478
  30   70219     567 0.00807 35.40   69936
  31   69653     535 0.00768 34.68   69385
  32   69118     571 0.00826 33.94   68832
  33   68547     540 0.00787 33.22   68277
  34   68007     559 0.00822 32.48   67727
  35   67448     584 0.00866 31.75   67156
  36   66864     585 0.00875 31.02   66571
  37   66278     589 0.00888 30.29   65984
  38   65690     613 0.00933 29.56   65383
  39   65077     625 0.00960 28.83   64764
  40   64452     646 0.01002 28.11   64129
  41   63806     622 0.00974 27.39   63495
  42   63184     700 0.01108 26.65   62834
  43   62485     664 0.01063 25.94   62152
  44   61820     708 0.01145 25.22   61466
  45   61112     723 0.01183 24.50   60751
  46   60389     729 0.01207 23.79   60025
  47   59660     745 0.01249 23.07   59288
  48   58915     793 0.01347 22.36   58518
  49   58121     770 0.01325 21.66   57737
  50   57352     817 0.01425 20.94   56943
  51   56534     837 0.01480 20.24   56116
  52   55697     929 0.01667 19.53   55233
  53   54769     889 0.01623 18.86   54324
  54   53880     943 0.01750 18.16   53408
  55   52937    1012 0.01911 17.47   52431
  56   51925    1029 0.01982 16.81   51410
  57   50896    1062 0.02086 16.13   50365
  58   49834    1188 0.02385 15.47   49240
  59   48646    1209 0.02485 14.83   48042
  60   47437    1306 0.02754 14.20   46784
  61   46131    1255 0.02721 13.59   45503
  62   44876    1462 0.03257 12.95   44145
  63   43414    1456 0.03353 12.37   42686
  64   41959    1474 0.03513 11.78   41221
  65   40484    1630 0.04025 11.19   39670
  66   38855    1635 0.04209 10.64   38037
  67   37219    1703 0.04576 10.09   36368
  68   35516    1854 0.05220  9.55   34589
  69   33662    1830 0.05437  9.05   32747
  70   31832    2000 0.06283  8.54   30832
  71   29832    1889 0.06333  8.08   28887
  72   27943    2138 0.07650  7.59   26874
  73   25805    2016 0.07813  7.18   24797
  74   23789    2100 0.08827  6.74   22739
  75   21689    2144 0.09885  6.35   20617
  76   19545    1985 0.10157  5.99   18552
  77   17560    1923 0.10952  5.61   16598
  78   15637    2081 0.13307  5.24   14596
  79   13556    1819 0.13419  4.97   12647
  80   11737    1736 0.14794  4.66   10869
  81   10001    1465 0.14644  4.38    9268
  82    8536    1554 0.18204  4.04    7759
  83    6982    1346 0.19283  3.83    6309
  84    5636    1154 0.20469  3.63    5059
  85    4482     970 0.21631  3.44    3997
  86    3513     800 0.22763  3.25    3113
  87    2713     677 0.24939  3.05    2375
  88    2036     532 0.26111  2.90    1771
  89    1505     405 0.26890  2.75    1302
  90    1100     337 0.30618  2.58     932
  91     763     240 0.31385  2.50     643
  92     524     165 0.31432  2.42     441
  93     359     127 0.35384  2.29     296
  94     232      74 0.32058  2.28     195
  95     158      56 0.35209  2.11     130
  96     102      37 0.35839  1.99      84
  97      66      26 0.39430  1.82      53
  98      40      16 0.39257  1.68      32
  99      24      10 0.43083  1.44      19
 100      14       8 0.57324  1.16      10
 101       6       4 0.65490  1.05       4
 102       2       1 0.57386  1.08       1
 103       1       1 0.65714  0.87       1
 104       0       0 0.91667  0.58       0
 105       0                  0.50       0
 Total population stationnaire     4807423



               SEXES REUNIS
     Table de mortalité : année 1903

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000   14073 0.14073 48.45   92963
   1   85927    2517 0.02929 55.31   84669
   2   83410    1391 0.01668 55.96   82715
   3   82019     841 0.01025 55.90   81599
   4   81178     604 0.00745 55.47   80876
   5   80574     458 0.00568 54.89   80345
   6   80116     381 0.00475 54.20   79926
   7   79736     328 0.00411 53.45   79572
   8   79408     276 0.00347 52.67   79270
   9   79132     251 0.00317 51.85   79007
  10   78881     224 0.00284 51.02   78769
  11   78657     222 0.00282 50.16   78546
  12   78435     236 0.00301 49.30   78317
  13   78199     238 0.00305 48.45   78080
  14   77961     267 0.00343 47.60   77827
  15   77694     307 0.00395 46.76   77540
  16   77387     344 0.00444 45.94   77215
  17   77043     382 0.00496 45.14   76852
  18   76661     430 0.00561 44.37   76446
  19   76231     432 0.00566 43.61   76015
  20   75799     490 0.00646 42.86   75554
  21   75309     532 0.00706 42.14   75043
  22   74777     558 0.00747 41.43   74498
  23   74219     541 0.00728 40.74   73949
  24   73678     523 0.00710 40.04   73417
  25   73156     538 0.00736 39.32   72886
  26   72617     517 0.00712 38.61   72359
  27   72101     524 0.00727 37.88   71838
  28   71576     510 0.00712 37.15   71321
  29   71067     513 0.00722 36.42   70810
  30   70553     536 0.00760 35.68   70285
  31   70017     540 0.00772 34.95   69747
  32   69477     561 0.00808 34.21   69196
  33   68916     536 0.00778 33.49   68648
  34   68380     532 0.00778 32.75   68114
  35   67848     570 0.00841 32.00   67563
  36   67277     560 0.00833 31.27   66997
  37   66717     589 0.00883 30.53   66422
  38   66128     606 0.00916 29.79   65825
  39   65522     605 0.00923 29.06   65220
  40   64917     640 0.00986 28.33   64597
  41   64277     606 0.00943 27.61   63974
  42   63671     676 0.01062 26.86   63333
  43   62995     632 0.01003 26.15   62679
  44   62363     668 0.01070 25.41   62029
  45   61696     710 0.01151 24.68   61340
  46   60985     700 0.01148 23.96   60635
  47   60285     718 0.01190 23.23   59926
  48   59567     742 0.01246 22.50   59196
  49   58825     769 0.01307 21.78   58441
  50   58056     811 0.01398 21.06   57651
  51   57245     793 0.01386 20.36   56848
  52   56452     909 0.01611 19.63   55997
  53   55542     905 0.01629 18.95   55090
  54   54638     894 0.01636 18.25   54190
  55   53743     958 0.01783 17.55   53264
  56   52785    1080 0.02047 16.86   52245
  57   51705    1058 0.02047 16.20   51176
  58   50646    1115 0.02202 15.53   50089
  59   49531    1183 0.02388 14.87   48940
  60   48348    1332 0.02755 14.22   47682
  61   47016    1251 0.02660 13.61   46391
  62   45765    1427 0.03118 12.97   45052
  63   44339    1489 0.03357 12.37   43594
  64   42850    1514 0.03534 11.78   42093
  65   41336    1614 0.03906 11.19   40528
  66   39721    1673 0.04212 10.63   38885
  67   38048    1722 0.04525 10.07   37187
  68   36326    1873 0.05155  9.53   35390
  69   34454    1882 0.05461  9.02   33513
  70   32572    2077 0.06377  8.51   31533
  71   30495    1925 0.06314  8.05   29532
  72   28569    2141 0.07493  7.56   27499
  73   26429    2117 0.08011  7.13   25370
  74   24311    2077 0.08542  6.71   23273
  75   22235    2206 0.09921  6.29   21132
  76   20029    2097 0.10469  5.93   18980
  77   17932    1986 0.11078  5.57   16939
  78   15945    1982 0.12428  5.20   14955
  79   13964    1965 0.14073  4.86   12981
  80   11999    1928 0.16068  4.58   11035
  81   10071    1493 0.14826  4.36    9324
  82    8578    1479 0.17238  4.03    7838
  83    7099    1359 0.19138  3.77    6420
  84    5740    1254 0.21851  3.54    5113
  85    4486     989 0.22039  3.39    3992
  86    3497     825 0.23596  3.20    3085
  87    2672     672 0.25157  3.04    2336
  88    2000     521 0.26066  2.89    1739
  89    1479     450 0.30408  2.73    1254
  90    1029     287 0.27910  2.71     885
  91     742     216 0.29062  2.57     634
  92     526     166 0.31481  2.41     443
  93     361     124 0.34278  2.29     299
  94     237      77 0.32528  2.23     198
  95     160      56 0.35007  2.06     132
  96     104      42 0.40527  1.90      83
  97      62      23 0.36932  1.85      50
  98      39      18 0.46550  1.65      30
  99      21       9 0.44085  1.65      16
 100      12       7 0.61322  1.55       8
 101       5       1 0.24569  2.21       4
 102       3       1 0.25715  1.77       3
 103       3       1 0.29488  1.21       2
 104       2       2 1.00000  0.50       1
 105       0                  0.00       0
 Total population stationnaire     4845319



               SEXES REUNIS
     Table de mortalité : année 1904

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000   14845 0.14845 48.13   92577
   1   85155    2590 0.03041 55.43   83860
   2   82565    1303 0.01578 56.16   81914
   3   81262     791 0.00974 56.05   80866
   4   80471     561 0.00697 55.60   80190
   5   79910     417 0.00522 54.98   79701
   6   79493     335 0.00421 54.27   79325
   7   79158     294 0.00372 53.50   79010
   8   78863     268 0.00339 52.69   78729
   9   78596     232 0.00295 51.87   78480
  10   78364     216 0.00276 51.02   78256
  11   78148     211 0.00270 50.16   78042
  12   77937     226 0.00290 49.30   77824
  13   77710     240 0.00309 48.44   77590
  14   77470     257 0.00332 47.59   77342
  15   77213     299 0.00388 46.75   77063
  16   76914     351 0.00456 45.93   76738
  17   76563     404 0.00528 45.13   76361
  18   76159     428 0.00562 44.37   75945
  19   75731     448 0.00591 43.62   75507
  20   75283     494 0.00656 42.88   75036
  21   74789     509 0.00681 42.16   74534
  22   74280     550 0.00740 41.44   74005
  23   73730     550 0.00746 40.75   73455
  24   73180     526 0.00719 40.05   72917
  25   72654     524 0.00722 39.33   72392
  26   72129     538 0.00746 38.62   71860
  27   71591     503 0.00702 37.90   71340
  28   71088     508 0.00715 37.17   70834
  29   70580     489 0.00692 36.43   70336
  30   70091     534 0.00761 35.68   69824
  31   69558     493 0.00708 34.95   69311
  32   69065     556 0.00806 34.20   68787
  33   68509     543 0.00793 33.47   68237
  34   67965     529 0.00779 32.74   67701
  35   67436     549 0.00814 31.99   67162
  36   66887     560 0.00837 31.25   66607
  37   66327     570 0.00860 30.51   66042
  38   65757     599 0.00910 29.77   65458
  39   65158     577 0.00886 29.04   64870
  40   64581     658 0.01018 28.29   64253
  41   63924     598 0.00936 27.58   63625
  42   63325     653 0.01031 26.83   62999
  43   62672     633 0.01010 26.11   62356
  44   62039     640 0.01031 25.37   61719
  45   61399     687 0.01118 24.63   61056
  46   60713     711 0.01170 23.90   60358
  47   60002     716 0.01193 23.18   59644
  48   59286     741 0.01249 22.45   58916
  49   58546     729 0.01245 21.73   58181
  50   57817     821 0.01420 21.00   57406
  51   56996     769 0.01349 20.29   56611
  52   56227     885 0.01574 19.56   55784
  53   55341     934 0.01688 18.87   54874
  54   54407     948 0.01742 18.18   53933
  55   53459     941 0.01761 17.50   52989
  56   52518    1016 0.01934 16.80   52010
  57   51502    1088 0.02112 16.12   50959
  58   50415    1145 0.02271 15.46   49842
  59   49270    1139 0.02311 14.81   48700
  60   48131    1367 0.02840 14.15   47447
  61   46764    1288 0.02755 13.54   46120
  62   45476    1416 0.03113 12.91   44768
  63   44060    1455 0.03302 12.31   43332
  64   42605    1518 0.03563 11.72   41846
  65   41087    1597 0.03886 11.13   40289
  66   39490    1655 0.04190 10.56   38663
  67   37835    1723 0.04555 10.00   36974
  68   36112    1835 0.05082  9.45   35194
  69   34277    1867 0.05447  8.93   33343
  70   32410    2118 0.06536  8.42   31351
  71   30291    1965 0.06487  7.97   29309
  72   28326    2149 0.07586  7.49   27252
  73   26177    2087 0.07971  7.07   25134
  74   24091    2150 0.08925  6.63   23016
  75   21941    2147 0.09786  6.24   20867
  76   19794    2108 0.10652  5.86   18739
  77   17685    2047 0.11577  5.50   16661
  78   15638    2006 0.12829  5.15   14635
  79   13632    1814 0.13309  4.84   12724
  80   11817    1960 0.16582  4.50   10838
  81    9858    1534 0.15566  4.30    9091
  82    8323    1462 0.17560  4.00    7593
  83    6862    1272 0.18536  3.74    6226
  84    5590    1218 0.21785  3.48    4981
  85    4372    1022 0.23381  3.31    3861
  86    3350     781 0.23323  3.17    2959
  87    2569     663 0.25819  2.98    2237
  88    1905     527 0.27643  2.84    1642
  89    1379     387 0.28060  2.73    1185
  90     992     309 0.31188  2.60     837
  91     682     200 0.29254  2.56     583
  92     483     157 0.32552  2.41     404
  93     326     106 0.32471  2.33     273
  94     220      78 0.35304  2.21     181
  95     142      51 0.35789  2.14     117
  96      91      35 0.37873  2.06      74
  97      57      21 0.37323  2.00      46
